word,polarity
taguwar muishond,1
strix,-1
zoararriyar fitilun glaucum,1
bugun jini,-1
karfi,1
hannu mai ƙarfi,-1
bonarfi mai ƙarfi,1
karfi flavored,1
mai kamshi,1
ƙamshi mai ƙarfi,1
da karfi,1
madogara,-1
buga,-1
tsarin tsari,1
tsarin karfe,1
gwagwarmaya,-1
fama,-1
struma,-1
ƙarfin aiki,-1
struthiomimus,-1
ciyawa,-1
fita waje,-1
mai taurin kai,-1
taurin kai,-1
dedan ciki,-1
masaukin dalibai,1
mai da hankali,1
Karatun,1
kaya,-1
cushe,-1
cushe tumatir,-1
shaƙewa,1
cikawa,-1
cushe,-1
sankara,1
yi tuntuɓe,-1
kututture,-1
tuntuɓe,-1
yi mamaki,-1
mamaki,1
mai ban mamaki,-1
mai ban mamaki,1
da ban mamaki,1
tsutsa,-1
tsumburai,-1
amsar,-1
karasoshi,-1
amsar,1
wawanci,-1
wawanci,1
wawanci,-1
marihanna,1
sturdiness,-1
yi santi,-1
mai salo,-1
stye,-1
mai salo,-1
safiya,-1
mai salo,1
mai salo,1
salo,-1
sabarini,-1
mai tsattsauran ra'ayi,-1
m,-1
suavely,1
ƙaramin ruwa,-1
jirgin ruwa na karkashin ruwa,-1
subbing,-1
subclass acnidosporidia,1
karamin subclass cnidosporidia,-1
subclass magance,1
subclass crossopterygii,1
subclass entomostraca,-1
subclass exopterygota,-1
subclass metatheria,-1
subclavian,1
a sume,1
subdue,1
subarfafa,-1
subfamily lutrinae,-1
subfamily melinae,-1
dangin mefitinae,-1
starfafa mata cikin gida,1
subfusc,-1
kusa da,-1
batun,-1
sublimate,1
sublimely,1
subliterary,-1
submergible,1
submersible,1
sallamawa,-1
da biyayya,1
sallama,1
ƙaramin yanki,1
subth anthropoidea,1
subte heteroptera,-1
subte heterostraci,-1
suborder nematocera,-1
ƙaramar hukumar nothosauria,-1
m,-1
biyayya,1
suborn,-1
suborn,1
subphylum pentastomida,1
karamin dakin karatu,1
mai biyayya,-1
subserviently,1
rage,-1
biyan kuɗi,-1
raguwa,-1
noman rago,-1
shan kayan maye,-1
gwaji,1
sosai,1
tabbatar,1
mahimmanci,1
wanda zai iya maye gurbinsa,-1
maye gurbin,-1
subterfuge,-1
yi dabara,1
cikin dabara,1
ragi,-1
ragi,1
suburbanise,-1
suburbacewa,-1
zagon kasa,1
subvert,-1
nasara,1
nasara,1
cikin nasara,1
nasara,1
succinctness,-1
succinic acid,1
taimako,1
succotash,1
taimako,1
yi nasara,1
tsotse,1
tsotse tsotsa,1
tsotsan bura,1
shan nono,1
alade mai shan nono,1
kwatsam rashin lafiyar jarirai,1
sudorific,1
sudsy,-1
suet,-1
suet pudding,1
wahala,-1
m,-1
wahala,-1
isa,-1
isa,-1
karin bayani,1
shaƙa,-1
shaka,-1
shanyewa,-1
alawar suga,1
sukari mai rufi,-1
fis sugar,1
farar fiska,1
mara suga,-1
ba da shawara,1
shawarwari,-1
mai ba da shawara,-1
shawara,-1
mai nuna,1
kunar bakin wake,-1
kwat da wando,1
dacewa,1
mustur sulfur,-1
sulfuric acid,1
sulk,-1
sulkily,1
sulkiness,-1
sulky,-1
sullen,1
sullen bakin ciki,-1
sully,1
sulfuric acid,1
sultrily,1
summa cum laude,1
taƙaitaccen hukunci,-1
taƙaitaccen hukunci,-1
takaitaccen magani,-1
sumpsimus,1
sumptuously,1
summarcin,1
sunbaking,-1
punch sunday,-1
ragargajewa,-1
sunk,-1
hasken rana,-1
sunni,1
sunna islam,1
sunnily,1
rana,1
bugun rana,-1
bugun rana,-1
sup,-1
super,1
mai yiwuwa,1
superannuate,-1
kwarai,1
superbia,1
da kyau,1
karafarini,1
superclass agnatha,-1
nafila,-1
dangi muroidea,1
superfamily tineoidea,1
sama-sama,1
superfine,1
nafila,-1
superfluously,1
babbar hanya,1
superinfection,-1
m,1
superlative,1
allahntaka,1
su Emperorder acanthopterygiigii,1
su Emperorder labyrinthodonta,1
babban sarki labyrinthodontia,1
masarautar sarki,1
superoxide,-1
superoxide anion,-1
dubawa,-1
zafin rai,-1
karin girma,-1
supersonic,1
camfi,1
supervene,-1
nutsuwa,-1
supinely,1
kira,1
addu'a,-1
wadata,1
tallafi,-1
mai tallafi,-1
tallafi,1
tallafawa,1
tallafi,1
zato,1
yi tsammani,1
zato,-1
danne,-1
suppurating ciwon,-1
suprainfection,-1
daukaka,1
babba,1
kari,-1
surd,-1
tabbata kamar harbi,1
tabbata sosai,1
tabbata wuta,1
tabbataccen kafa,-1
tabbatacce,-1
igiyar ruwa,-1
farfajiya,1
yawo a sama,1
surfeit,-1
karuwa,1
ruhun tiyata,1
surging,-1
da sauri,1
surmisable,1
dubawa,-1
surmise,-1
surmountable,1
mafifici,1
wuce gona da iri,1
abin mamaki,-1
mamaki,-1
mamaki,-1
da mamaki,1
abin mamaki,-1
da mamaki,1
sakarai,1
kewaye,1
mai tsira,-1
tsira laifi,-1
mai saukin kamuwa,-1
mai saukin kamuwa,1
mai saukin kamuwa,-1
wanda ake zargi,-1
ake zargi,1
dakatar,-1
dakatar da animation,-1
tuhuma,-1
m,-1
dakatarwa,1
dakatarwa,-1
m,-1
suss fita,1
warkewa,-1
susurrus,-1
swagger,-1
gwatso,1
haɗiye,-1
haɗiye hawk wutsiyoyi,-1
haɗiye ƙyallen ƙwal,-1
haɗiye,1
zazzaɓin zazzaɓi,-1
swash,-1
swankwam,1
swat,-1
girgiza,-1
rantsuwa,1
rantsuwa,-1
rantsuwa,-1
gumi,1
zufa cuta,1
baƙin ƙarfe swedish,1
kwallon nama ta Sweden,-1
share,-1
cikin shagwa6a,1
mai dadi,-1
numfashi mai dadi,-1
cider mai zaki,-1
dadi fuska,1
nothings mai dadi,1
zaki da dankalin turawa zobe zobe,1
mirgine mai dadi,-1
zakiji kamshi,1
kamshi mai dadi,1
magana mai dadi,1
hakori mai zaki,1
zaki,1
mai zaki,1
zaki da dadi,1
mai zaki,1
dadi,1
zaki mai zaki,1
kumbura,-1
kumbura,-1
kumburi,-1
kumbura,-1
share,1
da sauri,1
iyo,-1
kaguwa mai ninkaya,1
ninkaya,1
mura alade,-1
mura mura,-1
lilo,1
sauyawa,-1
tafi,1
swoon,-1
rantsuwa,-1
sellogise,1
yi karin bayani,1
a hankali,1
alama,1
daidaitawa,1
mai tausayi,-1
yajin tausayi,-1
cikin tausayawa,1
tausayawa,1
tausayawa,1
juyayi,-1
juyayi yajin,-1
daidaitawa,-1
mai nuna alama,1
m,-1
syncategorem,-1
daidaitawa,-1
syncategoreme,-1
aiki tare,-1
aiki tare,-1
aiki tare,-1
aiki tare,1
yi aiki tare,-1
aiki tare,-1
tsarin aiki,1
santalanka,1
ciwo,-1
synechia,-1
daidaitawa,1
misalai mai ma'ana,-1
syngnathus,-1
daidai,1
synovitis,-1
syntactically,1
Kuskuren tsarin aiki,-1
roba,1
syrupy,1
tsarin,-1
na tsari,-1
tsarin rashin lafiya,1
lalata tsarin,1
a tsare,1
gunaguni na systolic,1
t shirt,1
t'ai chi,1
t'ai chi chuan,1
tabasco,-1
tabasco miya,-1
tabbouleh,-1
tabes dorsalis,-1
daga tebur,-1
tebur karkatarwa,-1
tebur tipping,-1
tebur juyawa,-1
tebur giya,-1
tabooli,-1
tachinidae,-1
tachycardia,-1
tacce,-1
magance,-1
dunƙule,-1
taco miya,-1
taconite,-1
da dabara,1
cikin dabara,1
dabara dabara,1
m,-1
rashin dabara,1
rashin dabara,1
dabara,-1
taduwa,-1
tadpole shrimp,1
taenia,1
tai chi,1
tai chi chuan,1
taichi,1
taichichuan,1
wutsiya,-1
taillike,-1
wutsiya,-1
ƙazanta,-1
ƙazantacce,-1
taipan,-1
takahe,-1
takayasu's arteritis,-1
dauka,-1
yi nutse,-1
yi tsayin daka,-1
duba,-1
dauki hoda,-1
yi la'akari,1
yi tasiri,1
dauka don,1
dauka ba komai,-1
karɓa,1
dauki banza,1
a hankali,-1
kai mai kirki zuwa,1
dauki kwance,-1
lura,1
tashi,1
dauki dunkulen mutum,1
yi hisabi,1
dauki aiki,-1
dauka,-1
takeoff,-1
kwace manufa,1
shan,1
labari,-1
talipes,1
talipes daidai,1
magana,-1
yi magana ƙasa,-1
maganar gari,-1
magana daga,-1
magana ta hular mutum,-1
mai magana,-1
cikin magana,1
cikin magana,1
yana magana,-1
mai magana,-1
mai tsayi,1
mai tsayi,-1
tsayi,1
zana,-1
ableanƙara,1
hora,1
m,1
huce,1
tamely,1
tandearil,-1
tang,-1
mai iya gani,1
tangably,1
tangy,-1
tanki,-1
tannish,-1
tansy mai kamshi,-1
tansy kamshi,-1
tantalise,-1
tantalize,-1
tantalizingly,1
tantrum,-1
taoism,1
famfo,1
taper,1
tafada,1
tapering,1
zakarya,-1
asu asu,-1
tsutsar ciki,1
taphophobia,1
tapirus,-1
taradiddle,-1
tarantella,1
tarantelle,1
tarantism,-1
tarantula,-1
jinkiri,-1
kamfanin niyya,1
tarradiddle,-1
tarsitis,-1
tart,-1
tart sama,-1
tartly,1
ɗanɗano,-1
tassered,-1
dandano,1
dandano,1
da dadi,1
m,-1
rashin dandano,-1
dadi,1
dandanawa,-1
dadi,1
takaddama,-1
tattaka,-1
tattily,1
tatty,-1
izgili,-1
ba'a,-1
ba'a,1
taut,-1
a hankali,1
tautness,-1
ilimin kwakwalwa,-1
tawdrily,1
tawdry,-1
haraji,1
biyan haraji,-1
tayassu,-1
tayassuidae,-1
tazicef,-1
laifin tazir,-1
tc,-1
tce,-1
tchotchke,-1
shayi kamshi,-1
koyar,1
koyarwa,1
koyarwa,1
koyar da karatu,1
hawaye,-1
tsaga,-1
yaga,-1
yaga kashe,-1
yaga,-1
tearaway,-1
hawaye,-1
hawaye,1
hawaye,-1
yaga kasa,1
mara hawaye,1
kuka,-1
hawaye ido,-1
zolayar,-1
zazzagewa,1
zolaya,-1
zolaya,1
fasaha,-1
ƙwanƙwasa fasaha,-1
ta hanyar fasaha,1
fasaha,1
mai yiwuwa,1
juyin juya halin fasaha,1
fasahar zamani,-1
motsi tectonic,-1
dayani,1
tedium,-1
rigar tee,1
shiga cikin,-1
teetotaling,1
teetotalism,1
telekinesis,-1
telepathy,1
telescopically,1
gaya,-1
gaya baya,-1
fada a kashe,-1
fada a gaba,-1
yana fada,1
mai iko,1
fushi,-1
kamun kai,1
mai kamun kai,-1
zafin jiki,1
hadari ya ɗauka,-1
hadari ya kaɗa,-1
hadari tost,-1
hadari,-1
arteritis na lokaci,-1
farfadiya na lobe,-1
na ɗan lokaci,-1
na ɗan lokaci mai amfani,-1
cirewar na ɗan lokaci,1
tempra,-1
riya,-1
jaraba,-1
jaraba,1
mai jarabawa,1
m,-1
farwaji,-1
nuna,1
hali,1
hannanan,1
m,-1
kulawa mai taushi,1
tausayawa,1
mai taushi,1
taushi,1
tendinitis,-1
tendonitis,-1
ciwon hanji,-1
tendosynovitis,-1
tenebrific,-1
girma,-1
mai girma,-1
barbara,-1
Tennessee mai tafiya,-1
tennessee tafiya doki,-1
gwiwar hannu,-1
tenonitis,-1
tenosynovitis,-1
wahala,-1
tara,1
gatanci,-1
tashin hankali,-1
rashin tashin hankali,1
goma,-1
asu kwari,-1
tentaculata,1
tsayayye,1
tenuous,1
tenuously,1
tepidly,1
shazada,-1
teras,-1
cikawa,1
lokaci,-1
jirgin ƙasa,-1
duniya,1
terrestrially,1
mummunan,-1
da jin tsoro,-1
m,-1
mai ban tsoro,1
mai ban tsoro,-1
terrine,-1
yankuna,1
yankuna,1
ta'addanci,-1
firgita ta faɗa,-1
firgita ya buga,-1
firgita,1
ta'addanci,1
jin sanyi,-1
manyan cututtukan syphilis,-1
katsewa,1
gwaji,1
wasan gwaji,-1
maganin ciki,-1
kayan ciki,-1
Gwajin,1
kansar mahaifa,1
testily,1
rigakafin shaida,-1
gwaji,1
saiti,1
tetanilla,-1
tetany,-1
tetartanopia,1
saudala,-1
tete a tete,-1
tethys,-1
tetralogy na fallot,1
tatsarincin,1
tetrodotoxin,-1
zazzabin texas,1
thalarctos,-1
samawariya,-1
kyauta,-1
godiya,-1
godiya,-1
da yawa,-1
maganin thaumaturgy,1
narke,1
narkewa,-1
birni,1
shaidan,-1
hots,1
mafi karancin abu,1
hanya madaidaiciya,1
shits,-1
da trots,-1
gidan wasan kwaikwayo a zagaye,-1
wasan kwaikwayo,1
wasan kwaikwayo,1
wasan kwaikwayo,1
jigo,1
taken,1
to,1
tauhidi,1
ka'idar,1
bisa ka'ida,1
ka'idar,1
kirkira,1
gyaran warkewa,-1
akwai,-1
gurbatar yanayi,-1
thermalgesia,-1
zazzabi mai zafi,-1
thermoacidophile,1
thermodynamically,1
thermostatically,1
thiamine pyrophosphate,1
mai kauri billed murre,-1
gashi mai kauri,1
yayi kauri,-1
kafa mai kauri,-1
cikin kauri,-1
takalmin cinya,1
cin durin cinya,-1
siriri,-1
sirara,-1
siririn harsashi,1
abu,-1
yi tunani,1
yi tunani a kan,1
tunanin,1
tunanin duniya na,1
abin tunani,1
na bakin ciki,-1
digiri na uku ya ƙone,-1
na uku kudi,-1
ƙishirwa,1
ƙishirwa,1
ƙishirwa,-1
m,1
cutar thomsen,1
actinomycosis na ƙwayar cuta,-1
ciwon ƙwayar cuta na thoracic,-1
zakaria,1
ƙaya,-1
ƙaya,-1
ƙaya,-1
sosai,1
sosai,1
tsokanar tunani,1
tunani canjawa,1
mai tunani,1
da tunani,1
tunani,1
marasa tunani,1
ba tare da tunani ba,1
Cikakken,-1
kara,-1
mai kama da zaren,1
tuni,1
barazana,-1
yi barazanar,-1
yi barazanar,-1
barazanar,-1
a tsorace,1
uku,1
Tsamiya,-1
masukarini,-1
sau uku,1
thriftily,1
ba tare da ɓata lokaci ba,1
tanada,1
burgewa,-1
abin birgewa,-1
babanin,-1
bunƙasa,1
ci gaba,1
ciwon makogwaro,1
yi mamaki,-1
maƙura,-1
makura,-1
thrombasthenia,-1
thrombin,-1
maganin ƙwaƙwalwar ƙwaƙwalwa,-1
sabarini,-1
ta hanyar,1
ta hanyar da kuma ta hanyar,1
ta hanyar lura da ido,1
ta hanya,1
jefa,-1
jefa cikin,-1
jefa waje,1
jefa daga kilter,-1
amai,-1
tunkuɗa su,1
tura gaba,-1
tunkuɗawa,1
Dukiya,1
kara,-1
damfara,-1
thumbed,-1
bura,1
tsawa,-1
tsawa,-1
aradu,-1
tsawa,-1
damfara,-1
hana,-1
thyroiditis,-1
thyrotoxicosis,-1
thysanoptera,-1
kwaron thysanuran,-1
mayansari,-1
thz,-1
tibjan,-1
tic douloureux,-1
kaska,1
kaska kan,-1
igiyar ruwa,-1
igiyar ruwa,1
tidily,1
natsuwa,1
shirya,1
ƙulla ƙasa,1
ɗaure,1
daura,1
ciwon tietze,-1
tiff,-1
damisa irin ƙwaro,-1
matse,1
tayal,-1
tilefish,1
karkatar,-1
an yi katako,-1
katako,-1
lokaci,1
lokaci kasancewa,-1
lokacin tazara,1
lokacin hutu,-1
sigina na lokaci,1
maras lokaci,1
sau,1
m,1
cikin jin kunya,1
timorous,-1
lokaci-lokaci,1
tin kunne,-1
tiren busa,-1
tincture,-1
tinea,-1
cututtukan hanji,-1
gwaiwa,-1
tinea unguium,-1
tined,-1
tineoid,-1
asu na tineoid,-1
samarandar,1
huɗu,-1
tingidae,-1
tingle,-1
tinnitus,1
kankanin,-1
gwangwani,-1
tip,-1
tifa,-1
tipple,1
tiptop,1
tipulidae,-1
taya,1
gajiya,1
gajiya,1
a gajiye,1
gajiya,-1
ba gajiyawa,1
gajiya,1
titillation,1
titivate,1
titivation,-1
titter,1
tittering,1
tittivate,1
tittivation,-1
lakabi,-1
tizzy,-1
tko,-1
tlc,1
ga laifi,-1
zuwa wuri mafi girma,1
zuwa t,1
ga dukkan alamu,1
ya zama daidai,1
ga kunnuwan biyu,1
zuwa kunne daya,1
zuwa kammala,1
akasin haka,-1
zuwa dutsen,-1
zuwa wasika,1
zuwa iyaka,-1
kwalliya,1
maku yabo,1
taba budurwa,1
taba mosaic,-1
taba tayi kyau,-1
taba zata,-1
toccata,1
tocopherol,1
yau,1
Tatus,-1
mara yatsa,-1
kasancewa tare,1
aiki,1
bayan gida,-1
wahalar aiki,-1
alama,1
mai haƙuri,1
cikin haƙuri,1
mai haƙuri,1
cikin haƙuri,1
jure,-1
haƙuri,-1
tom,-1
matsalar tumatir,1
tumatir tumatir,1
tumatir miya,1
tumatir yellows,1
kabari,-1
tomcat,-1
gobe,-1
sautin,1
sautin rashin ji,-1
sautin murya,-1
sautin sama,1
toned,1
mara sauti,-1
harshe,-1
harshe a kunci,-1
harshe daure,-1
harshe,-1
harsuna,-1
mara harshe,-1
ciwon farfadiya,-1
tonsillitis,-1
ma,-1
amma kash,-1
yi hankali sosai,1
da wuri,1
kayan aikin karfe,1
hakori,1
hakori,1
saman ƙasa,1
saman miya,-1
jirgin sama na sama,1
matakin farko,1
saman rami,1
saman daraja,1
mafi inganci,1
zagaye na gaba,1
sama-sama,1
gindi,1
topographically,1
topper,1
topping,1
toppingly,1
duwatsu,-1
fi,1
topsy wahala,-1
topsy turvy,-1
tocilan,-1
wakar tocila,1
azaba,-1
azaba,1
tsage,-1
torodal,-1
torpid,1
torpidity,-1
torpidly,1
torpor,-1
azabar,1
azaba,-1
azaba,1
azabtarwa,-1
azaba,-1
jefa,-1
jefa bam,-1
jefa kashe,1
tostada,1
duka,1
jaka,-1
girgiza,1
tottery,1
tabawa,-1
tabawa,-1
tabawa,1
tabawa,1
tabawa,1
tauri,-1
sa'a mai wuya,-1
mai kaifin tunani,-1
Tsakar Gida,-1
tsawan,1
toughie,-1
da kyar,-1
yawon bude ido,1
ciwon sikila,-1
wasiya,-1
ja,-1
toxaemia,-1
toxaemia na ciki,-1
cutar toxemia,-1
toxemia na ciki,-1
mai guba,-1
yanayin mai guba,-1
sharar masana'antu mai guba,-1
sharar mai guba,-1
mai guba,-1
makargina,1
toxoid,-1
abin wasa,1
abun wasa da,1
wasa,1
alama,-1
gano,1
tracheitis,-1
trachoma,-1
waƙa,1
trackable,1
traktable,1
kasuwanci,1
alamar kasuwanci,-1
gargajiya,1
zirga-zirga,-1
masifa,-1
mummunan aibi,-1
syeda_abubakar,-1
horo,1
cin amana,1
trammel,-1
kwanciyar hankali,1
kwantar da hankula,-1
kwanciyar hankali,-1
kwantar da hankali,1
kwantar da hankali,-1
kwanciyar hankali,1
kwantar da hankula,-1
kwanciyar hankali,-1
kwantar da hankali,1
kwantar da hankali,-1
transactinide,-1
wucewa,1
canja rna,-1
za'a iya canzawa,1
canjawa,1
sake kamani,1
canji,1
canza,1
miƙa mulki,1
transitively,1
fassara,1
watsawa,1
transmutation,1
transmute,1
m,1
a bayyane,1
transpiring,1
dasawa,1
transposition,-1
juyawa,1
transversely,1
tarko,-1
tarkuna,-1
kwandon shara,-1
shara,-1
rauni,-1
farfadiya mai rauni,-1
rauni,-1
yi rauni,-1
traumatophobia,-1
cin amana,1
mayaudara,1
treacle,-1
treacly,-1
cin amana,1
taska,1
bi da,1
magani,-1
tiyata,-1
itace,-1
tafiya,-1
trematoda,1
trematode,1
trematode tsutsa,1
rawar jiki,-1
rawar jiki,1
rawar jiki,-1
tremendously,-1
tremolo,1
rawar jiki,-1
tremulous,-1
tremulously,1
mahara,1
tare mahara,-1
tare mahara,-1
tare mahara,1
hankali,1
m,-1
fargaba,-1
trepidly,1
treponema,1
treponemataceae,1
laifi,-1
triad,1
farukidae,-1
fitina,-1
gwaji ta hanyar jarabawa,-1
tribonema,-1
sabarini,-1
tsananin,-1
rariya,-1
trichloracetic acid,-1
trichloroacetic acid,-1
saukarinna,-1
trichlorethylene,-1
trichoglossus moluccanus,1
trichophaga,-1
trichophaga tapetzella,-1
saukadarin,1
trichrome,1
trichuriasis,-1
abin zamba,1
yaudara akayi,-1
yaudara,-1
cikin dabara,1
mai wayo,1
dabaru,-1
mai launi uku,1
mara kyau,1
wasa,-1
wasa,-1
trig,1
triga,-1
ƙananan ƙwayoyin cuta,-1
trigla lucerna,1
trigonal,-1
datsa,1
datsa baya,1
gyara ƙasa,1
trimly,1
gyara,1
gyara,1
zane,-1
uku,1
uku,-1
trionychidae,-1
trionyx,-1
tafiya,-1
fita,1
tafiya sama,-1
tripalmitin,-1
sau uku,1
cream sau uku,1
sau uku creme,1
kambi sau uku,1
sau uku,1
trisaccharide,1
triskaidekaphobia,-1
triskaidekaphobic,-1
trisomy 21,-1
tristearin,-1
tritanopia,-1
a hankali,1
nasara,1
cikin nasara,1
rafkanwa,-1
rafkanwa,-1
mara kyau,1
trna,-1
trogium pulsatorium,-1
kayan_garkuwa,-1
trogon,1
trogoniformes,-1
troll,1
sarkakada,-1
prawn na wurare masu zafi,1
zafi na wurare masu zafi,-1
na wurare masu zafi sprue,-1
na wurare masu zafi,1
kumbura,1
abin sha,1
matsala,-1
matsala ba matsala,-1
matsala harba,-1
damu,-1
gyara matsala,-1
masifa,-1
rawar jiki,-1
tursasawa,-1
babbar mota,1
aikin gaskiya,-1
da aiki,1
gajeren aiki,-1
gaskiya kwaro,-1
masoyin soyayya na gaskiya,1
masoyan gaskiya 'kulli,1
gaskiya,1
busa ƙaho,-1
busa ƙaho,-1
amintattu,1
amince,1
amintacce,1
amintacce,1
amintacce,1
dogara,1
amintacce,1
amintacce,1
amintacce,1
mai gaskiya,1
gaskiya,1
gwada,1
gwada,1
kokarin,-1
kokarin kan,1
gwaji,1
mubarak,-1
Gagarini,-1
mafi kyau,1
tsatske,-1
tshatshke,-1
tsoris,-1
tsunami,-1
tsuris,-1
bawan gurnard,1
tubeless,-1
tarin fuka,-1
tarin fuka bacillus,-1
tarin fuka,-1
kuturta kuturta,-1
tarin fuka,-1
tucker,1
tucker fita,1
tufts,-1
ja,-1
tularaemia,1
tularemia,1
tumɓuke,-1
tumbu,-1
faduwa,1
tumefy,-1
tumsce,-1
tumescence,-1
ƙari cutar,1
hayaniya,-1
tashin hankali,-1
cikin tashin hankali,1
tundra swan,-1
tune,1
yi tuno,1
tune,1
tungstate,-1
turbellaria,1
da hargitsi,-1
turd,-1
turdus,-1
turgidly,1
turkey,-1
hargitsi,-1
juya,-1
rufe ido,-1
juya,1
juya baya,1
juya baya,-1
kunna,1
hallara,1
juya teburin,1
juya ruwa,1
juya sama,1
ya juya,-1
cututtukan Turner,-1
juyawa,-1
juya baya,1
turnix,-1
turnix sylvatica,-1
yawa,-1
turpitude,1
turret,1
ɓoye,-1
koyawa,1
twang,-1
gyara,1
tweedledee da tweedledum,-1
tweedledum da tweedledee,-1
tweedy,-1
sha biyu,1
kwankwasiyya,1
Alaka,1
magariba,-1
nuna ƙarfi,-1
lissafin tagwaye,-1
twinge,-1
dan lumshe ido,1
tana kada ido,1
lumshe ido,1
tagwaye,1
karkata,-1
karkatawa,-1
karkatarwa,-1
twit,-1
ƙwanƙwasa,-1
juyawa,-1
kunnuwa biyu,1
biyu lobed,1
allura biyu,1
biyu-biyu,1
biyu pronged,1
mataki biyu,-1
yatsun kafa biyu,1
yatsu biyu,1
kifi biyu masu tashi sama,-1
abu biyu,-1
tylenchus,-1
tylenol,-1
tympanites,-1
tympanitis,-1
tympanuchus cupido cupido,-1
rubuta iyali,1
nau'in jinsi,-1
rubuta i ciwon sukari,-1
rubuta iv rashin lafiyan dauki,1
bugun rubutu,-1
Rubutun rubutu,1
typhoid,-1
zazzabin taifod,-1
typhus,1
zazzabin typhus,1
typic,1
na hali,1
yawanci,1
buga takarda,1
zalunci,-1
tyrosinemia,-1
uglify,1
mara kyau,-1
babu inda,-1
ulalgia,-1
miki abinci,-1
ulcerate,-1
miki,1
ulcerative colitis,-1
ulemorrhagia,-1
ulitis,-1
ta baya,1
ultramarine,-1
ultrasonic,1
umbra,-1
umbrageous,-1
mara kunya,-1
mara kunya,1
iya,-1
iya taimakawa,1
unaccented,-1
ba za a karɓa ba,-1
ba za'a karba ba,-1
karɓa,-1
rashin lissafi,1
ba a tantance ba,-1
wanda bai saba ba,-1
ba da tabbacin,-1
maras amfani,-1
unadapted,-1
ba a kula ba,-1
ba a magance shi ba,-1
wanda ba za'a iya daidaita shi ba,-1
ba a daidaita ba,-1
ba ado,-1
mara wahala,-1
wanda ba a iya bayyanawa,-1
ba a yi shawara ba,-1
ba da shawara ba,1
ba a bayyana ba,-1
ba a shafa ba,1
ba a sanya shi ba,-1
rashin tsoro,1
m,-1
unagitated,-1
ba a taimaka ba,-1
bai dace ba,-1
ba da labari,-1
mara misaltuwa,-1
mara canzawa,-1
ba a canza ba,1
mara rikitarwa,1
babu shakka,1
rashin cin nasara,1
unambitiously,1
ba a gyara ba,-1
rashin damuwa,-1
sunyi baki daya,-1
gaba daya,1
wanda ba a bayyana,-1
rashin bayyana,-1
bayanawa,1
ba a tallafi ba,-1
mara amfani,-1
mara amfani,-1
rashin godiya,-1
rashin godiya,1
wanda bashi da cikakken bayani,-1
wanda ba a iya kusantar shi,-1
wanda ba zai yuwu ba,1
mara makamai,-1
mara makamai,-1
mara makamai,-1
mara aiki,-1
marasa aiki,-1
unartistic,-1
wanda ba za a iya misaltawa ba,-1
wanda ba za a iya kashe shi ba,-1
unassailably,1
unassertive,1
unassertively,1
mara izini,-1
ba a taimaka,-1
rashin girman kai,1
ba a haɗa shi ba,-1
wanda ba za'a iya kaiwa ba,1
babu kulawa,-1
mara kyau,1
mara kyau,1
wanda ba za a iya raba shi ba,-1
mara izini,-1
mara izini,-1
rashi mara izini,-1
Babu,-1
rashin cikawa,-1
ramawa,-1
ba makawa,-1
ba a sani ba,1
bai farka ba,-1
ba sani ba,-1
ba sani ba,-1
mara baya,-1
ba a haɗa ba,-1
ba a kwance ba,-1
baftisma,-1
baftisma,-1
Bayarda,-1
ba a cire ba,-1
wanda ba zai iya jurewa ba,-1
rashin cancanta,-1
rashin yarda,-1
rashin imani,1
ba a buga ba,-1
unbend,1
unbeneficed,-1
unbent,-1
mara alama,-1
kwance,-1
unbitter,-1
marasa aibi,1
cire haske,-1
mara haske,1
cire fuska,-1
unbosom,-1
mara iyaka,-1
kwance,-1
ba a goge ba,-1
wanda ba zai iya gushewa ba,-1
mara yankewa,-1
ba a fasa ba,-1
wanda ba a binne shi ba,-1
wanda ba a kwance ba,-1
ba a kira shi ba,-1
ba a daidaita ba,-1
mara girki,1
mara nauyi,-1
ba a ɓoye ba,-1
ba a duba ba,-1
unceremonial,-1
unceremonious,-1
unceremoniously,1
bai tabbata ba,-1
rashin tabbas,1
maras tabbas,-1
unchained,-1
mara canzawa,-1
canzawa,1
canzawa,-1
uncharacteristically,1
mara sadaka,-1
mara izini,-1
mara farin ciki,-1
rashin aminci,-1
wanda ba a iya kiyaye shi ba,-1
unchivalrously,1
kirista,-1
marasa kirista,-1
marasabanci,-1
wayewa,1
wayewa,1
rashin wayewa,1
ba a bayyana ba,-1
rashin tsabta,1
baffa,1
ba a sare ba,-1
kwance,1
mara ruɓa,-1
ba a gano ba,-1
mara ruɓaɓɓe,-1
ba a tattara ba,-1
ba a karba,-1
ba tara ba,-1
m,-1
rashin jin daɗi,-1
ba dadi,-1
rikitarwa,-1
wanda ba a sani ba,1
ba a daidaita ba,-1
mara rikitarwa,1
rashin damuwa,-1
bai damu ba,1
ba damuwa,1
ba tare da wani sharadi ba,-1
ba a yarda da shi ba,-1
ba a bayyana ba,1
wanda ba a iya cin nasara,-1
a sume,-1
maras doka,-1
ba bisa ka'ida ba,1
ba a tsare ba,1
ba a gasa ba,-1
wanda ba a iya sarrafawa,-1
ba a sarrafawa,1
unconventionally,1
ba a yarda da shi ba,-1
unconvincingly,1
ba a hade ba,-1
mara kyau,-1
rashin kunya,1
ba tare da la'akari ba,1
ba a saka ba,-1
ba a sake saka shi ba,-1
unctuously,1
wanda bashi da tsari,-1
bai yanke ba,1
undaunted,1
