"linenumber","sentiment","tweet_text"
3093,-2,"Ok munji wannan. Me sukace gameda wadanda suke kashe Mana mutanenmu a kullum anan Arewa?? Su Bandits/Boko"
3094,3,"Gaskiya aduniya ba abudayafi zamalapiya"
3096,4,"Yaci gaba da wanka mu kam muyi ta posting dinsa"
3098,2,": Anan banga wanda ya yi kama da gwamna bah aii"
3099,-1,"Yakamata mutane mudingama kanmu adalci malamannan lokacin da ake kashemu du abunda addini yatanada suyi a 2"
3101,-1,"Bai kamata A janyesu ba"
3102,2,"Anan banga wanda ya yi kama da gwamna bah aii"
3103,1,"Yabi Allah ya rika wanka"
3104,0,"Daga kasar Ingila, Garin Southampton gida mai lamba , bayan Asibitin LifeCare. Fatana shine Allah ya ma"
3105,-1,"Allah ya kawo karshen Wannan abubuwa da suke faruwa ameen"
3107,-1,"Allah yakiya ye muna kai Malam.."
3108,5,": Ta yaya za'ayi inzama mai ilimi? Wallahi ya burgeni sosai, Mitewwww Wagga rayuwa akwai matsala yadace ace mutum"
3109,-2,"Salam Abunda zance masa na farko ya akayi da batun Tsaro da kuma maganar wuta da yace ana ta Ai"
3110,4,"Wannan gaskiya ne malam"
3112,1,"To allah kyauta"
3114,3,"Gani ga wane ta ishi wane tsoron allah"
3115,3,": Me yasa su malaman basu fito sun fadawa Buharin zanga-zanga haram ce a lokacin da ya jagoranci zanga-zanga lokaci"
3117,-4,"Baba yayi ingatacciyar bayani babu wata kura daya bari, yan hana ruwa gudu!!!"
3118,1,"Masha Allah malam Allah yakara ilimi"
3119,-1,"ALLAH ya kara lpya"
3121,6,"Ai kowa yayi nagari don kanshi Allah yakarawa baba lafiya da nisan kwana mai albarka"
3123,-1,"Toh mutum nawa ne suka mu a zamfara, kaduna, katsina, niger da kuma sokoto???"
3124,-1,"Acigaba da zanga-zanga kawai Amma Banda yan arewa"
3126,2,"Allh y sakawa malam da Alkairi insha Allh mu yan arewa bazamuyi zanga ko kuma wani abun dazai tada hankali."
3127,0,"Allah ya kyauta"
3130,-5,"Allah ya kawo qarshen wannan fitina"
3131,-1,"Allah ya kara lfy da nisan kwana"
3132,4,"Ko yanzu allah zai hadani da buhari tambaya daya zan yimasa itace buhari wai dan allah gyara kak"
3133,-3,"Dan allah adinga bada labari na gaske, suma addinin sube cemu susi yiba"
3135,7,": burina na fahimci alqurani da hadisi Alhamdulillah sheikh rayuwa tayi albarka. Allah Kara maka lafiya ya sheik"
3136,4,": A gaskiya Baku taba faranta rains iron yau ba da kukayi fira da daya daga cikin shehunnaina. God bless you"
3137,-1,": Allah ya bamu albarkacinsu. Kaji zancen gurin masana ilimi magarsu kadai tanasaka.nitsuwa. bayin Allah nagari"
3138,5,": Ta yaya za'ayi inzama mai ilimi? Wallahi ya burgeni sosai, Mitewwww Wagga rayuwa akwai matsala yadace ace mutum"
3139,1,": Dattijo. Malamin malamai kuma shehun shehunnai. Maliyar ilimi kuma tafkin hadisi. Godiya ga Allah da muka kasanc"
3140,2,"Zan bashi shawara akan ya duba kai karshen sasanci tsakaninai da ASUU domin dalibai su koma maka"
3141,-2,"Sukuma gwamnoni ina son suyi kishin arewa amma idan suka duba kudu han kalinsu kwance amma arewa kulun"
3142,0,"Xai iya yuwa yafi ai"
3143,-1,"Wan nan haka yake"
3145,-1,"Toh meye matsayin siyasar Nigeria a musulunci"
3147,2,": Son zuciya yayi yawa a maganganun Bin Uthman. Ko da ike it's dama aqidar Wahabyanci taimakon zalunci take yi. Amma"
3150,-6,"Mukwantar da hankalinmu hhhhh wlh tundaga kawo ba'atabayin shugaban kasa Marar tausayi Marar Imani irin buhariba"
3151,3,": Me yasa su malaman basu fito sun fadawa Buharin zanga-zanga haram ce a lokacin da ya jagoranci zanga-zanga lokaci"
3152,0,"Inde hadda gaske ankashe su to sai anunama yan kasa gawarwakin su,"
3153,-1,"Gaida Mai bawo kabudai kaga biyu ka Murje ka hudu ka tauna kaga wayam.."
3154,4,": Munga sudan sunyi zanga-zanga amma har yanzu daaka rabasu babu Wanda yasamu zaman lafiya..: muji tsoron Allah mu"
3155,-1,"AKULA DA HAKKIN AREWA"
3156,4,": Na so ace yadda malamai suka dage wajen nusar da matasa illar dake cikin tashin hankali da za"
3157,-2,"Kowa ya sai rariya episode labari mai dauke da darasi na rayuwa"
3161,-3,"Kai baba kaji tsoran Allah"
3163,3,"Hmmm kowane malami yaiya yiwa yan siyasa campaign da cewa a musulunci babu zanga zanga,amma sunaji suna g"
3164,3,"Malam idan kai bakada fahimta kaje kayita rashin fahimtarka da adawarka ta hauka"
3165,6,"Allah yabawa kasarmu Lafiya"
3166,0,"Allaah yasaka da Alkairi Doctor"
3167,5,"Ya allah ya shige muna gaba a kan wnnan tashin hankali"
3170,-4,"BBC kuna Hira da mutanen da suke cikin hayacinsu. Ku riqa hira da mutane masu basira ba irinsu Bafarawa ba da yake ci da zuci"
3171,3,"Wannan ba gaskiya bane.."
3172,-3,"Kaji magana ta hankali alaji"
3173,0,"Hakanan akwai Dubai da suka mutu dalilin yan bindga da yan ta'adda yakamata shi buharin yasan da haka"
3174,5,"Nothing but fact Allah ya bamu zaman lafiya ah Nigeria"
3175,6,"Littafansa samada kasidu samada ubangiji allah yakaramaka lafiya Allah yakara amfanar"
3176,6,"Alhamdulillah Allah ya kara lafiya da tsawan kwana shehu"
3177,4,"gaskiya malan"
3178,6,"This is my sheikh... Allah ya qarawa shehi lafiya."
3179,-1,"Toh nidai duk wanda ya mutu awannan zanga zangan yayi hasara"
3181,1,"Allah Yasa su mutunta yarjejeniyan"
3182,0,"Wace shawara zan bashi kuwa tunda bayajinta"
3183,-1,"To Allah yasa abinda zai kawo masalaha ga talaka ne, kuma Allah yasa su bashi shawaran qwarai."
3184,0,"Kuma kunza Yaki da barayin shanu"
3185,-5,"Na tayasu murna samun yan wasa guda tara, Allah Yasa su iya wasa"
3186,-2,"A cigaba da sauke sojoji"
3187,0,"Yaciga da jajir cewa Akan kudurin sa sannan yakauda Ido Akan makiyan sa ya maida hankali Akan ma"
3189,3,"Mundin aka biya diyar End SARS to dole gwamnati ta biya diyyar Boko Haram, kidnapped, Banditry, dai saura"
3191,2,"Allah taimaka Mana Baki daya"
3192,5,"Shawara dazan bashi yayi baganin tsadar rayuwa ya samawa matasa aiyyukan yi yayi kuma maganin tashin hankali"
3193,5,"YADDA ZAKA KOYI ADDU'OI KALAKALA CIKIN SAUKI HARDA na kariya tareda karanta maka addu`aR daya kamata ka"
3194,-8,"Da can da ake kashe yan arewa basuyi magana ba sai yanxu a fada mana sunan wadan da aka kashe mana idan da gaske ne"
3195,5,"Wannan gaskiya ne kamata yayi muzama tsintsiya madaurinki daya"
3197,0,"Ya akai yasani. An hada da na unguwar mu OJOO?"
3198,-1,"A dakatar da su"
3199,3,"Salon Kuma inji ance za abiya diya. Sbd ZAMFARA, katsina, sokoto Niger, maiduguri, kaduna, kano, yobe ank"
3200,-1,"Karya neh"
3201,0,"Allah yasaka da Alherinsa Ameen ameen malam Allah yaqara Mana yawan irikinku A cikin qasarnan kuma munaf"
3202,-3,"Ku, BBC, kundinga yada, karai rayi akan wanna, endsars, sabida kuhura wutan masifa, Allah ya fiku, harma 189"
3203,1,": Wai shin matasan na jayayya da musulunchi ne? Ok da 'yan arewa ne? Ko da Buhari ne? Komai ne said an lakaba wa ad"
3204,0,"Bayaga wannan ma yakamata malam addini sufadamq mabiya bayansu da sudage da addua allah bamu xamana lafiy"
3205,-2,": Wanda sukayi fashe fashe a hukun tasu koh malam amma wanda sukayi kisa mutane sunfi dubu akai su rehabilitations cen"
3206,4,"Allah yasa mu dace"
3207,-2,": Kaji wani rainin sense"
3208,0,": Wnn kan kun iya bimciken shi a' musulunci cewa babu protest amma baku iya binciken me islam yace akan shugab"
3209,-1,": Karya kake sakarai asalima ai kune matsalar domin duk abinda ya faru sai kun alakantashi da addini."
3210,-3,": Mu iya sanin cewa kuma da ganewa malaman nan wlh yan cida addini ne ba Allah a zukatan su kwai a bakine kuma ba t"
3211,4,": Na so ace yadda malamai suka dage wajen nusar da matasa illar dake cikin tashin hankali da za"
3212,-4,": Toh nikam Wai me yasa basa son yin magana akan kashe-kashen da akeyin Nan ne??"
3213,1,"Allah yasa ya gama lapia"
3215,2,": Son zuciya yayi yawa a maganganun Bin Uthman. Ko da ike it's dama aqidar Wahabyanci taimakon zalunci take yi. Amma"
3216,3,": Me yasa su malaman basu fito sun fadawa Buharin zanga-zanga haram ce a lokacin da ya jagoranci zanga-zanga lokaci"
3217,-2,"Allah ya kawo mana karshen wannan fitinar"
3218,-1,"Allah ya jikan Wanda suka mutu"
3219,4,"Na so ace yadda malamai suka dage wajen nusar da matasa illar dake cikin tashin hankali da 8"
3222,-2,"Wanda sukayi fashe fashe a hukun tasu koh malam amma wanda sukayi kisa mutane sunfi dubu akai su rehabili"
3223,-1,"Allah ya tsare mana Kasar mu Nigeria"
3224,3,": Me yasa su malaman basu fito sun fadawa Buharin zanga-zanga haram ce a lokacin da ya jagoranci zanga-zanga lokaci"
3225,-2,"Kaji wani rainin sense"
3226,1,"Manzon Allah (SAW) watarana yana Tare da sahabbansa sai yakece ina tsoron watarana rana da alumma xata bi"
3227,0,"Allah ya kyauta"
3230,3,": Me yasa su malaman basu fito sun fadawa Buharin zanga-zanga haram ce a lokacin da ya jagoranci zanga-zanga lokaci"
3231,6,"Allahu Akbar Allah yakara wa malam lafiya"
3232,-2,"Mutane nawa kuma aka kashe a arewa"
3235,0,"Alhamdullillah ya Shaikh Allah yasa kachika da kyau da imani"
3236,0,"'Yan kudu suna cewa mutanan Arewa jahilai ne, marasu ilimi sai gashi sun bari wa'yansu sun zuga su sunyi C"
3237,1,"Allah ya biya Malam"
3238,2,"Allah kara daukaka"
3239,1,"Haka zalika babu wacce ta qirqiro tsadar rayuwa kamar taku, hakan yasa tsarin yaqar talaucin ya kasa kawa"
3242,-1,"Kar dan gyaran miyarka ka jefa mutane halaka, duk zanga zanga da akayi a kasar nan Baki ce Haram bane sai"
3243,1,"To sabon kakakin Isra'ila"
3244,1,"Gaskiyane abinci ya wadata kudi ya wadata hankali ya kwanta, aikin yi ya yawaita babu wani matashi mai za"
3245,3,": Me yasa su malaman basu fito sun fadawa Buharin zanga-zanga haram ce a lokacin da ya jagoranci zanga-zanga lokaci"
3246,0,": Wnn kan kun iya bimciken shi a' musulunci cewa babu protest amma baku iya binciken me islam yace akan shugab"
3248,1,"Allah yabaka Lada malam"
3249,0,"Ana zanga zangar dawata manufane dan haka kukan kurciya jawabine"
3251,6,"Allah yakarama mallam lafiya, Allah Kuma yasaka da alkhairi."
3252,6,"Allah ya karama lafiya malan"
3254,5,"Hakanma nasara ce"
3255,6,"Abin mamaki mutum yadinga girba karya, a,haukan tunaninsa daidai yake yi kaidai kwai surrkududu"
3256,6,"Allah yabumu zaman lafiya"
3257,-2,"Kai ka ji magana ta ilimi Alaji. Allah ka azurta mu da ilimi."
3258,3,"Allah ya sa ya zamo alkhairi garesu duka"
3259,-2,"Mu iya sanin cewa kuma da ganewa malaman nan wlh yan cida addini ne ba Allah a zukatan su kwai a bakine k"
3261,6,"Allah ya basu zaman lafiya"
3262,-3,"Malam son zuciyar ka ka fada, tunda ba ka fadi abin da musulunci ya tanada ba wanda zai maye gurbin zanga"
3263,0,"ko kuma babu gwamnatin data Hambaka talauchi a Nigeria irinta su"
3264,-1,"Karya kake sakarai asalima ai kune matsalar domin duk abinda ya faru sai kun alakantashi da addini."
3267,0,"Cewa zanyi a budema duk wani maison tada rigima wuta"
3268,3,": Me yasa su malaman basu fito sun fadawa Buharin zanga-zanga haram ce a lokacin da ya jagoranci zanga-zanga lokaci"
3269,1,"dance masa yabada umurnin a fesa masu ruwan zafi Indan hakan baisa suka ease ba said ya sa a buds masu wuta"
3270,2,"My dai lura. Anan xuwa kanku"
3271,-9,"Kuma lokaci daya talakawa na cikin wahala ba"
3273,0,"Wnn kan kun iya bimciken shi a' musulunci cewa babu protest amma baku iya binciken me islam yace akan shu 0"
3274,3,": Me yasa su malaman basu fito sun fadawa Buharin zanga-zanga haram ce a lokacin da ya jagoranci zanga-zanga lokaci"
3275,1,"Kasawance ko Kasauwancinsu"
3276,0,"yacegaba da kokari"
3278,0,"Allah yaska da Alkhairi malan"
3279,0,"llah ya kyauta"
3280,5,"Alah Ya karawa Malam lafiya"
3281,0,"Yayi adaltchi da yafadi kaskia."
3282,-1,"Sukuma mutane nawa Suka kashe ?'dukiyar nawasuka konewa mutane?,ko suba yn'kasa bane?wadancenne yn kasa?k U"
3283,4,"Eh hakane gaskiya"
3285,0,"Hahahha wae Baba mike damunsa da haryanzu bai gane Annabi ya fakuba"
3286,-1,"azalumai banza Allah zai tone asarin just"
3288,12,"Allah yabamu lafiya da zaman lafiya albarkacin annabi Muhammad sallallahu alaihi wasallam"
3289,5,"Allah ya Karawa Malam Lafiya"
3290,-1,"Ya ma fi wadanda sars din suka kashe A fadarsu"
3292,4,"kaima kadaina bata lokacin ka bamaso duka daya kuke"
3293,1,"Lemme guess: domin yada farfaganda ko"
3294,2,"Allah ya kara daukaka"
3295,2,"Allah ya sakawa Malam da aalheri. Yayi Kira ga Gwamnatin tayi wa kowa adalci a kuma hukunta"
3296,14,"Duk wanda ya fito doka tayi aiki akanshi."
3298,1,"Allah ya kara fly Amin"
3299,0,"Allah yasaka da alkhairi Ameen"
3300,1,"Zalincin da akewa yan Arewa in da yan kudu ne ake zalinta haka da tuni Dunia tasa Nigeria a gaba. Amma sa D"
3301,-1,"Ku San Malamanku tare da Sheih Sharrif Saleh 9"
3302,-8,"Babu wada suka thutu in arewa kamar mallaman musulunci Lokathu da muke wahala ba a jan hakali gomnati ! S"
3304,-1,"Zance baba Buhari Allah ya ja zamanin ka ya kara yi maka jagoranci a cikin mulkin ka Allah ya Ka"
3307,-3,"Allah yabasa lfy Amma wannan magana kawai yake"
3309,3,"Me yasa su malaman basu fito sun fadawa Buharin zanga-zanga haram ce a lokacin da ya jagoranci zanga-zanga lokacin Jonathan?"
3310,1,": Jazakallahu Khairan ya Sheikh. Wannan shine muke fatan Majalisar Malam su zage damtse kansa saboda k"
3312,1,": Jazakallahu Khairan ya Sheikh. Wannan shine muke fatan Majalisar Malam su zage damtse kansa saboda k"
3313,0,"Allah yakara lafiyag da Nisan kwana"
3314,-1,"Fitattun Yan iska dai"
3315,4,"Wannan shine maganar gaskiya malam"
3316,0,"Tir qashi! Allah mayar masu da khairan"
3317,0,"Son zuciya yayi yawa a maganganun Bin Uthman. Ko da ike it's dama aqidar Wahabyanci taimakon zalunci take d"
3320,5,"Gaskia ya burgeni sosai wannan shine na gaskia!"
3321,-2,"Allah ya kawo mana qarshen abin"
3322,-5,"Allah ya kawo Mana karshen wannan masifa"
3323,3,"Wallahi tallahi malam duka abunda ka lissafa guda biyar, babu Wanda sullutu ya kawo Mana. Sannan baya kishin mu."
3325,6,"MashaAllah! Rayuwa tayi amfani. Allah yaja kwana"
3326,12,"Allah ya bisa malam. Allah zaunar da mu lafiya, ya bamu binda lafiya za ta ci. Allah taimaki shuwagan nin mu."
3327,0,"Allah ya sakawa Malam da alkhairi"
3328,2,"Wannan haka yake, kuma mun shaida"
3329,4,"Wannan gaskiya ne Mal, Allah ya kara ilimi"
3330,-4,"Toh nikam Wai me yasa basa son yin magana akan kashe-kashen da akeyin Nan ne??"
3331,3,"Ya sauka kawai"
3332,-2,"A tambayan mun mal. Idan sun yi ba da nufin addini ba fah?. Kuma ma ya hukuncin gomnatin da ikhwanil musu"
3334,14,"Maganar gaskiya idan har ana son zaman lafiya Dole ne hukumar soji idan ta yi gargadi aka ki bi to tayi h"
3336,-1,"kizo kiji matsayin zanga zanga a muslunci bawai kizo kina yan arewa zasu mut"
3337,1,"Wai shin matasan na jayayya da musulunchi ne? Ok da 'yan arewa ne? Ko da Buhari ne? Komai ne said an laka C"
3338,-2,"Kuma mutane nawa ne suka mutu a iya Katsina sakamakon yan bindiga?"
3340,0,"Hhhh, kawai dai sun fadi son ransune, amma ai mutanan da suka mutun ai suna dayawa!"
3342,0,"Hmmm! Malamai sun maida siyasa hanyar farauta, kuma duk tunaninsu shi ne su tara kudi, ba ruwan su da al'"
3343,-4,"Kaji karya! Sun kai yasin"
3344,3,"A dai ji tsoron Allah a fadi gaskiya"
3346,1,"Ko zamu iya sanin sunan kungiyar?"
3348,0,"Ai bayanin nasa yadda kasan wani tsohon rubutu ne akayi wata guda da ya wuce"
3349,0,"bai kamata ku tattauna da ba saboda babu Bahaushen/ bahaushiyar da yake son jin muryarta. La'ananniyar yarinya ce."
3350,1,"Wai kuma masu ilimi kenan"
3353,-2,"Its obvious baba,, ai ba se anfada ba"
3354,0,"Allah ya kyauta ya kiyaye nagaba"
3355,3,"Alhamdulillah, wato sheikh sheriff indai kazo Neman ilimine ko tambaya a addinimu na musulunci to ba shak"
3356,1,"Duk mai hannu a hada wannan zanga zanga Allah kayi mana maganinsa."
3357,0,"Sunga abinda yake faruwa da shiyasa duk masu madafan iko na Arewa suke sukar"
3358,-1,"Ban gane. Wannan Hausar ba. Million . Kodai. Idanuwa nane"
3360,1,"Saboda maganarsa batayi dai2 da raayinku da wasu kwarorin mutane shine kuke fadin haka har koyi misali da 1"
3362,0,"Gaskiyane, Amma abin said Mai uwa amurhu."
3363,-2,"Fitattun Banza dana wufi toh maisuka cincinta da amusu inba haka ba inshi Ahmed musa ne kalli kanshi mana 1"
3364,6,"Yayi daidai"
3365,-7,"Su kuma yan Arewa mazauna kudu da aka kashe, aka sache da kona musu dukiyar su fa. Ko su ba yan Nigeria bane."
3366,5,"Zaman lafiya shine arzikin kowace kasa"
3367,-5,"Allah yatsinemaku idan kuka zauna lfy duk Wanda yahana Ruwan wani tafasa to shimakam nashi ko Dumi bazaiyiba.Allah yadaga Nigeria."
3370,0,"Yadda zaka dawo da nombobin daka goge ko aka kiraka bakayi saving ba tareda duk wani Kiran dakayi Koda ya"
3372,0,"Yadda zaka dawo da nombobin daka goge ko aka kiraka bakayi saving ba tareda duk wani Kiran dakayi Koda ya"
3373,4,"Allah yasa haka ya kawo zaman lafiya a kasar libiya"
3374,0,"DA hamada yabar baya bada kuraba!!!"
3375,-2,"Wannan yanzu ta tantance azahiri tsakanin wadanda suke masu hankali da tunanin cikin bagarori biyun Niger"
3376,1,"Taje ta dawo"
3377,-1,"Allah yasa haka takasance Muda Acikin ta munji dadin wannan labari"
3378,-9,"Haka xalika ba gwamnatin da ta baiwa talaka wanta wahala irin taka"
3379,6,"Muna ma Allah godiya ya basu zaman lafiya"
3381,-1,"Abinda yakamata yayi kenan tunfarko yatsaya taurinkai Dana gaba akegane zurfin ruwa Allah kawo mana zaman lpy medorewa"
3382,-9,"Kana basu wahala suna Kara sonka naka shi yake bada kai"
3383,0,"Tsuntsun Daya Ja Ruwa Dama Shine Ruwan Zaiwa Dan Karen Duka."
3384,-1,": Dama bahaushe yce bari ba shegiya vace"
3385,-2,": Wlhy sun renawa baba Buhari wayau yakamata akama wanda suka hada abun ahukuntasu shine kawae gaskiyar magana"
3386,-4,": Sai yanzu? Mun gode was Allah mun hango makarkashiyar da wuri."
3387,0,"Ya Rabbi ya Samawaatti.kakawo mana dauki ga wanna matsalan DA jeria ke ceki duk Mai neyan taye DA zaune U"
3388,5,"Allah ya karawa shehi lafiya"
3389,3,"Wallahi Duk Dan Nigeria Mai Duba Ga lamurran gwamnati Tun lokacin da aka Fara Democracy ba'a Sami yakai"
3392,-1,": Allah ya bamu albarkacinsu. Kaji zancen gurin masana ilimi magarsu kadai tanasaka.nitsuwa. bayin Allah nagari"
3393,-1,"Ku riqe bayanin ku. Za mu saurari rediyo Nigeria."
3396,-1,"Allah ya bamu albarkacinsu. Kaji zancen gurin masana ilimi magarsu kadai tanasaka.nitsuwa. bayin Allah nagari"
3398,-4,"To maiyasa ba zaice yan zanga zanga su daina kashe kashe da kone kone ba. Makaryatan banza kawai"
3399,4,"gaskiya ne baba talaka sai yasha jirmiya"
3401,-1,"Zancan banza munafuki Allah yayi maganin ka"
3402,1,"to waya kaesu"
3403,1,"Up pillars! Masu gida"
3406,-3,": Katuro Jami'an Tsoro sunata kashe mutane badare ba rana sannan kace Wai a zauna lafiya!!! http"
3407,1,"Muna fatan wannan ganawa ta zamto silar warware wannan zanga zabga"
3408,1,"Zanchemasa in anciza to furza"
3409,-4,": Sai yanzu? Mun gode was Allah mun hango makarkashiyar da wuri."
3410,-1,"ka sauke nauyin ka Allah ya saka maka da alheri."
3411,-1,"Daga Ahl-halli? Dan can ne 'yan wasa na kwarai suke!"
3412,-1,"Munrubuta zamukai koto"
3413,-3,"Babbar magana."
3414,0,"To ai munsan asalin sa"
3416,-2,"Allah yasa wan nan ganawa ta zama alkhairi ga yan kasata Nigeria"
3417,0,"Wai shin mutumin nan na raye koh dai wasan yara akeyi da kawunan mu"
3418,-1,"ai rashin adalci shiyakekawo ta addanci musamman Dan arewa yarasa komai na more rayuwa ,bakada staro b ma"
3419,-5,"Tsare-tsaren kawai kuka fitar"
3420,4,"Allah yasa ta zamu me amfani"
3421,-1,"Shegun banza, karma su hakura. Ai jiki magayi."
3422,5,"Buhari Na Yan Nigeria Antabofa masu uwa Agindin murhu Babu Zama Lafiya muddi Baigano Bakin zarenba"
3424,1,"Ni aganina abude bodoji a shigo da kayan abinci kawai, Buhari yanakan manufofi masu kyau amma gu 2"
3425,-1,"Pitina bbu karama Allah sa kasarmu ta xauna lapiya"
3426,-1,"Kaji masu ilimi"
3427,-3,"Dadina da baba buhari gwarzon namijine baya taba karaya"
3428,4,"Allah ya shirya Amma wacce maaikata ce tafitar da wannan lissafin"
3430,-2,"Aida suncigaba, wai bahaushe yace bari ba shegiya bace......."
3431,-3,"Haba Nigeria ce fa,Ai saidai haquri,Turawan ma bafin shuwagabannin mu iskanci sukai ba."
3432,8,"Allah ya Basu lafiya da hankali a kwakwalwar su."
3434,0,"Allah ya baiwa sauran malamai ikon koyi da sheikh, muftin najeriya"
3436,-1,"Allah ya taimake mu akasanan Nigeria Wanda Ke zanga zanga domin niman chin gaban matasa da kasa gabakiday"
3437,4,"Ya cigaba da nunawa yarbawa soyayya"
3439,-3,"Kadan kagani bakama gakomai ba Allah ya kyauta"
3443,-1,"Allah kadai zai iya gaira mana kasarmu Amma wannan bamagana bace tastuniya ce rai nawa aka halaka Allah yasa mudace"
3444,-2,"Wlhy sun renawa baba Buhari wayau yakamata akama wanda suka hada abun ahukuntasu shine kawae gaskiyar magana"
3445,1,"Dattijo. Malamin malamai kuma shehun shehunnai. Maliyar ilimi kuma tafkin hadisi. Godiya ga Allah da mu"
3446,1,"Masha'allah, Allah ya arawa malam lapia da shekaru masu albarka"
3447,9,"Aishi buhari Allah ne yabamu shi shugaban kasa a matsayin ukuba. Allah nuna mana wucewarsa lafiya insha A C"
3448,-4,"Kowa fa da an guntun kashi a jikin sa a nemi kowa ya yi tsarki, kaga in ba su dena kaa gangar fitinar ba."
3450,-1,"Yachi uwarsa babba faston bartaniya"
3453,1,"Hakan zaifi saboda bamason salwantar rayuwar matasanmu yan najeriya kamata yayi kowa aje katin zabensa id"
3455,-4,"Ana kashe muku mutane a kasar nyamurai amma baku magana"
3456,-8,"Damuwa arewa, Komai arewa! Ya kukeso muyi"
3457,5,"Allah ya karawa Malan lafiya"
3458,4,"Wlh hakane amma fah sekun gyara salon mulkinku saboda babu adalci a ciki sam"
3459,0,"Confirm hakane"
3460,-2,"Shegu! Me ku kayi wa Arewan da ma Najeriyan baki daya? Kuna so ku hada rikici kawai da wannan zargin!"
3461,-1,"Duk Wanda gwamnati ta kama kuma ta sameahi da laifin kona dukiyar alumma da kashe jamian tsaro, toh ni in"
3463,0,": Daga kasar Ingila, Garin Southampton gida mai lamba , bayan Asibitin LifeCare. Fatana shine Allah ya maimait"
3464,-3,"Meyi sa zai zauna da marasa gaskia.. wadan da suka sace dukiyar kasa haka yasha gayama"
3465,-1,"Su yan,arewa da akekashesu Subasu dagata kenan sai yan kudu?"
3466,-1,"Allah yatsinewa uwar mai KARYA.."
3467,5,"Haka shine daidai yanada kyau ahukunta makiyan kasa"
3469,0,"Sannunku masoya arewa,shekaru nawa Ana kashemu Kuna ins?."
3470,-4,": Sai yanzu? Mun gode was Allah mun hango makarkashiyar da wuri."
3472,0,"Godiya da kulawa"
3473,-2,"Maigirma shugaban kasa muhammadu buhari kadubasuma, mutanan arewa katalafamusu!!"
3474,1,"Yan kutumar uba ba"
3475,-2,"Ai kaji tsiyan Kirk"
3477,0,"Sukuma gwamnonin arewan masoyan wayene? banda y'ay'ansu da yanmaularsu"
3480,-1,"Su yan,arewa meye mafitarsu"
3481,3,"Wannan gaskiya ne,duk me San cigaban wannan kasa ba zai saci,ko kona kayan mutaneba."
3482,-5,"Allah ya kawo mana mafita, ya fitar da Nigeria daga rikici"
3483,-4,": Sai yanzu? Mun gode was Allah mun hango makarkashiyar da wuri."
3484,0,"Akace bakwa ji marasa kunyan qarya"
3485,6,"Allah yakara lafiya"
3486,-3,"yan kwangilar rusa kasa dai. Bama goyan bayan wannan iskanci banzan"
3487,-1,"duk xanga xangannan da akai ba social distance amma kacal"
3488,0,"Mudai mungode allah da ya ankarar damu dawwuri."
3489,-4,"Allah Sarki Bafarawa, ashede har yanzu da sauran kishin Arewa azuciyarka."
3490,0,"In kunki ji aibakwaki ganiba!"
3491,-1,"Watanni kadan kuma yace sun lalata kasa birki yatsinke"
3492,6,"Allah ya sa ka masa da Alheri yasa ya Gama lafiya forever and ever"
3493,0,"Shugaban Najeriya Muhammadu Buhari na ganawa da tsofaffin shugabannin Najeriya a fadarsa ta Aso Rock Vill"
3494,0,"Mashallah, ayi hakuri da yafi"
3495,0,"Bayan asarar da suka jawo ma mutane dama basu da wata manufa"
3496,0,"Kaji maganar hankali, Allah ya taya ma garkuwan sokoto."
3497,-3,"Wallahi ni dai ban taba fadawa mawuyacin hali kamar na mulikin yanzu ba. Saboda haka, talauci a mulkin nan ba yafi"
3498,0,"Inaganindai yayi tuntuben bakine watakila yasoyace babu gwamnatin da kowa kukayakeyi irin wannan dankuwa 0"
3501,-1,"Abun'nan akwai munapinci, Shine ba'a kirani ba."
3504,0,"Ya kyauta"
3505,1,"Daga kano nigeria Allah yasa muji al kairi amin"
3506,0,"Da dai yafi..."
3507,6,"Hakan yayi daidai"
3508,-4,"Shi isa aka ce za ka haqa ramin mugunta to haqa shi dai dai sawunka,Allah tsare mu katsare mutuncin mu"
3509,-2,"Allah ya yi musu jagora ya basu basira da ilimin samun masalha a chikin damuwan kasar mu NIgeria"
3510,-5,"Walahi corona tausayi gareta kawai ta kashe Barayin zanfara kuwa suka kashe tsinannu"
3511,4,"A gaskiya maganar Buba galadima daidaine"
3512,-4,"Ya Allah duk wani me niyyan kawo mana tarzoma da tashin hankali a kasar mu ya Allah ka tona musu asiri. S"
3513,-1,"Allah yasa adauki mataki kan kyara kasa"
3514,-2,"Suma munafukaine...."
3515,-6,"kowa ya tuba Don wuya ba lada Shege Ka fasa"
3516,-2,"Da fatan za su gaya masa matsalan tsaro Arewa"
3517,-1,"Wuya maisa abi allah kowa yatuba don wuya balada"
3519,-6,"A cigaba shige ka fasa"
3520,-2,"Allah kawo Mana saukin wannan Al,amari"
3521,2,"Ayidai mu gani in tusa zata Hura wuta"
3522,-4,"Mun zuba musu ido, tunda sunce mu jahilai ne"
3523,5,"Wato gara da Allah yasa ni ba dan Jarida bane amma da nine ake hirar nan dani da bazata qare lafiya ba inajin."
3524,-2,"Bayan sungama yin barna ko. Idan shuwagabannin yarobawa sunada hankali yakamata suka su sumayai musu da asaranda aka tabka."
3525,2,"Basuda Hankali Sun cuci kansu"
3526,11,"Baku da aiki sai yada abubuwan da suka shafi kudancin najeriya kawai."
